/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 1 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
step  424/1000: dist 0.1045 loss 22.0433
step  425/1000: dist 0.1044 loss 40.0760
step  426/1000: dist 0.1039 loss 41.2462
step  427/1000: dist 0.1041 loss 25.5912
step  428/1000: dist 0.1038 loss 16.7501
step  429/1000: dist 0.1037 loss 26.1351
step  430/1000: dist 0.1038 loss 35.9433
step  431/1000: dist 0.1034 loss 29.0389
step  432/1000: dist 0.1031 loss 14.0293
step  433/1000: dist 0.1034 loss 9.5923
step  434/1000: dist 0.1030 loss 12.5684
step  435/1000: dist 0.1028 loss 13.2381
step  436/1000: dist 0.1029 loss 13.7765
step  437/1000: dist 0.1028 loss 11.3074
step  438/1000: dist 0.1024 loss 4.6690
step  439/1000: dist 0.1027 loss 6.1654
step  440/1000: dist 0.1030 loss 12.9512
step  441/1000: dist 0.1023 loss 9.3062
step  442/1000: dist 0.1027 loss 5.5531
step  443/1000: dist 0.1027 loss 14.9804
step  444/1000: dist 0.1021 loss 24.9218
step  445/1000: dist 0.1026 loss 32.2260
step  446/1000: dist 0.1020 loss 46.0858
step  447/1000: dist 0.1028 loss 54.6502
step  448/1000: dist 0.1024 loss 44.1264
step  449/1000: dist 0.1032 loss 24.0519
step  450/1000: dist 0.1028 loss 12.0644
step  451/1000: dist 0.1030 loss 13.3344
step  452/1000: dist 0.1028 loss 18.1657
step  453/1000: dist 0.1026 loss 16.4837
step  454/1000: dist 0.1023 loss 13.7043
step  455/1000: dist 0.1017 loss 12.8367
step  456/1000: dist 0.1014 loss 7.9683
step  457/1000: dist 0.1011 loss 6.1236
step  458/1000: dist 0.1011 loss 13.1040
step  459/1000: dist 0.1011 loss 14.7679
step  460/1000: dist 0.1020 loss 10.0895
step  461/1000: dist 0.1030 loss 16.7730
step  462/1000: dist 0.1023 loss 29.8266
step  463/1000: dist 0.1020 loss 29.0652
step  464/1000: dist 0.1021 loss 14.4957
step  465/1000: dist 0.1019 loss 4.5461
step  466/1000: dist 0.1025 loss 7.2657
step  467/1000: dist 0.1013 loss 13.8428
step  468/1000: dist 0.1016 loss 11.7030
step  469/1000: dist 0.1012 loss 3.2648
step  470/1000: dist 0.1011 loss 4.0777
step  471/1000: dist 0.1004 loss 10.0089
step  472/1000: dist 0.1002 loss 6.0535
step  473/1000: dist 0.1004 loss 0.8257
step  474/1000: dist 0.1000 loss 4.9780
step  475/1000: dist 0.1004 loss 6.4209
step  476/1000: dist 0.0997 loss 1.4980
step  477/1000: dist 0.0996 loss 2.0101
step  478/1000: dist 0.0993 loss 4.7115
step  479/1000: dist 0.0991 loss 2.3239
step  480/1000: dist 0.0990 loss 1.8319
step  481/1000: dist 0.0990 loss 4.4567
step  482/1000: dist 0.0988 loss 4.7399
step  483/1000: dist 0.0986 loss 7.3573
step  484/1000: dist 0.0987 loss 15.4409
step  485/1000: dist 0.0989 loss 23.8583
step  486/1000: dist 0.0990 loss 28.4717
step  487/1000: dist 0.0988 loss 21.5208
step  488/1000: dist 0.0994 loss 5.1738
step  489/1000: dist 0.1003 loss 1.8215
step  490/1000: dist 0.0991 loss 12.8352
step  491/1000: dist 0.0993 loss 12.9489
step  492/1000: dist 0.1004 loss 1.9396
step  493/1000: dist 0.0990 loss 3.1522
step  494/1000: dist 0.0998 loss 9.6136
step  495/1000: dist 0.1007 loss 4.2762
step  496/1000: dist 0.0991 loss 0.7595
step  497/1000: dist 0.0996 loss 5.8650
step  498/1000: dist 0.0992 loss 4.3035
step  499/1000: dist 0.0994 loss 0.4219
step  500/1000: dist 0.0993 loss 3.7552
step  501/1000: dist 0.0982 loss 3.6595
step  502/1000: dist 0.0987 loss 0.6351
step  503/1000: dist 0.0982 loss 3.0932
step  504/1000: dist 0.0979 loss 3.6850
step  505/1000: dist 0.0980 loss 2.2593
step  506/1000: dist 0.0982 loss 5.5913
step  507/1000: dist 0.0976 loss 8.5675
step  508/1000: dist 0.0975 loss 11.8062
step  509/1000: dist 0.0976 loss 20.0900
step  510/1000: dist 0.0977 loss 27.1698
step  511/1000: dist 0.0976 loss 29.4309
step  512/1000: dist 0.0974 loss 27.1370
step  513/1000: dist 0.0971 loss 20.4581
step  514/1000: dist 0.0971 loss 18.7358
step  515/1000: dist 0.0969 loss 27.3091
step  516/1000: dist 0.0967 loss 35.0893
step  517/1000: dist 0.0964 loss 28.4058
step  518/1000: dist 0.0968 loss 12.2437
step  519/1000: dist 0.0965 loss 5.2806
step  520/1000: dist 0.0964 loss 13.1603
step  521/1000: dist 0.0962 loss 17.3362
step  522/1000: dist 0.0967 loss 8.3866
step  523/1000: dist 0.0975 loss 4.1356
step  524/1000: dist 0.0964 loss 9.7023
step  525/1000: dist 0.0975 loss 9.1707
step  526/1000: dist 0.0996 loss 3.7080
step  527/1000: dist 0.0980 loss 5.4769
step  528/1000: dist 0.0982 loss 8.2775
step  529/1000: dist 0.0983 loss 5.4501
step  530/1000: dist 0.0986 loss 6.7387
step  531/1000: dist 0.0984 loss 13.7445
step  532/1000: dist 0.0993 loss 18.7006
step  533/1000: dist 0.0976 loss 27.1207
step  534/1000: dist 0.0984 loss 41.3994
step  535/1000: dist 0.0979 loss 46.9909
step  536/1000: dist 0.0969 loss 35.3071
step  537/1000: dist 0.0975 loss 17.5594
step  538/1000: dist 0.0973 loss 8.1682
step  539/1000: dist 0.0969 loss 15.6770
step  540/1000: dist 0.0970 loss 30.6221
step  541/1000: dist 0.0972 loss 32.6488
step  542/1000: dist 0.0967 loss 22.4324
step  543/1000: dist 0.0964 loss 17.6329
step  544/1000: dist 0.0964 loss 17.7755
step  545/1000: dist 0.0962 loss 12.9481
step  546/1000: dist 0.0957 loss 8.6297
step  547/1000: dist 0.0955 loss 13.6471
step  548/1000: dist 0.0957 loss 20.1539
step  549/1000: dist 0.0955 loss 18.6234
step  550/1000: dist 0.0947 loss 16.9172
step  551/1000: dist 0.0948 loss 22.4905
step  552/1000: dist 0.0947 loss 23.7927
step  553/1000: dist 0.0945 loss 12.4677
step  554/1000: dist 0.0942 loss 3.2381
step  555/1000: dist 0.0947 loss 7.7464
step  556/1000: dist 0.0947 loss 15.1508
step  557/1000: dist 0.0945 loss 15.9806
step  558/1000: dist 0.0951 loss 15.2199
step  559/1000: dist 0.0961 loss 17.2447
step  560/1000: dist 0.0962 loss 18.8556
step  561/1000: dist 0.0959 loss 16.4280
step  562/1000: dist 0.0948 loss 9.0500
step  563/1000: dist 0.0950 loss 2.6072
step  564/1000: dist 0.0958 loss 4.1439
step  565/1000: dist 0.0953 loss 10.1236
step  566/1000: dist 0.0949 loss 10.2175
step  567/1000: dist 0.0949 loss 4.2327
step  568/1000: dist 0.0947 loss 2.1168
step  569/1000: dist 0.0946 loss 6.1782
step  570/1000: dist 0.0940 loss 9.4856
step  571/1000: dist 0.0945 loss 9.9622
step  572/1000: dist 0.0942 loss 13.0576
step  573/1000: dist 0.0944 loss 21.2599
step  574/1000: dist 0.0942 loss 27.0789
step  575/1000: dist 0.0944 loss 21.8019
step  576/1000: dist 0.0939 loss 8.0082
step  577/1000: dist 0.0938 loss 1.6590
step  578/1000: dist 0.0935 loss 7.7590
step  579/1000: dist 0.0934 loss 13.0291
step  580/1000: dist 0.0935 loss 7.7470
step  581/1000: dist 0.0936 loss 1.3471
step  582/1000: dist 0.0934 loss 4.4455
step  583/1000: dist 0.0934 loss 8.3763
step  584/1000: dist 0.0934 loss 4.3478
step  585/1000: dist 0.0931 loss 1.1827
step  586/1000: dist 0.0929 loss 4.7045
step  587/1000: dist 0.0926 loss 5.9597
step  588/1000: dist 0.0932 loss 2.9597
step  589/1000: dist 0.0931 loss 4.0131
step  590/1000: dist 0.0929 loss 7.6007
step  591/1000: dist 0.0926 loss 7.7259
step  592/1000: dist 0.0923 loss 7.9783
step  593/1000: dist 0.0924 loss 10.4090
step  594/1000: dist 0.0925 loss 9.2028
step  595/1000: dist 0.0928 loss 4.8851
step  596/1000: dist 0.0927 loss 2.5563
step  597/1000: dist 0.0923 loss 1.6634
step  598/1000: dist 0.0926 loss 1.4288
step  599/1000: dist 0.0936 loss 3.4290
step  600/1000: dist 0.0946 loss 4.7593
step  601/1000: dist 0.0942 loss 2.7275
step  602/1000: dist 0.0940 loss 0.7876
step  603/1000: dist 0.0935 loss 1.0401
step  604/1000: dist 0.0927 loss 1.5886
step  605/1000: dist 0.0932 loss 1.9721
step  606/1000: dist 0.0932 loss 2.1761
step  607/1000: dist 0.0926 loss 1.2920
step  608/1000: dist 0.0928 loss 0.5198
step  609/1000: dist 0.0921 loss 1.3158
step  610/1000: dist 0.0924 loss 2.4404
step  611/1000: dist 0.0928 loss 2.9909
step  612/1000: dist 0.0929 loss 4.0540
step  613/1000: dist 0.0932 loss 6.4290
step  614/1000: dist 0.0926 loss 10.3599
step  615/1000: dist 0.0928 loss 15.3375
step  616/1000: dist 0.0929 loss 18.1254
step  617/1000: dist 0.0925 loss 14.7454
step  618/1000: dist 0.0926 loss 6.9556
step  619/1000: dist 0.0921 loss 2.8924
step  620/1000: dist 0.0924 loss 7.5144
step  621/1000: dist 0.0921 loss 16.8065
step  622/1000: dist 0.0918 loss 24.1286
step  623/1000: dist 0.0919 loss 27.4415
step  624/1000: dist 0.0927 loss 26.9462
step  625/1000: dist 0.0919 loss 17.7111
step  626/1000: dist 0.0923 loss 5.9229
step  627/1000: dist 0.0924 loss 4.9912
step  628/1000: dist 0.0926 loss 12.5627
step  629/1000: dist 0.0915 loss 12.5190
step  630/1000: dist 0.0924 loss 4.0808
step  631/1000: dist 0.0922 loss 3.5210
step  632/1000: dist 0.0928 loss 8.7720
step  633/1000: dist 0.0921 loss 6.2646
step  634/1000: dist 0.0917 loss 2.2051
step  635/1000: dist 0.0922 loss 5.3627
step  636/1000: dist 0.0920 loss 6.8867
step  637/1000: dist 0.0918 loss 4.7832
step  638/1000: dist 0.0913 loss 8.0142
step  639/1000: dist 0.0912 loss 13.2675
step  640/1000: dist 0.0919 loss 16.1284
step  641/1000: dist 0.0912 loss 21.0372
step  642/1000: dist 0.0911 loss 22.7847
step  643/1000: dist 0.0916 loss 14.4151
step  644/1000: dist 0.0920 loss 5.7371
step  645/1000: dist 0.0914 loss 5.2528
step  646/1000: dist 0.0912 loss 9.5829
step  647/1000: dist 0.0912 loss 14.8965
step  648/1000: dist 0.0908 loss 17.2904
step  649/1000: dist 0.0906 loss 17.6435
step  650/1000: dist 0.0917 loss 22.8026
step  651/1000: dist 0.0919 loss 26.9626
step  652/1000: dist 0.0919 loss 16.8478
step  653/1000: dist 0.0925 loss 2.8086
step  654/1000: dist 0.0920 loss 2.9161
step  655/1000: dist 0.0917 loss 11.7272
step  656/1000: dist 0.0910 loss 13.0602
step  657/1000: dist 0.0908 loss 5.4282
step  658/1000: dist 0.0911 loss 1.3619
step  659/1000: dist 0.0906 loss 5.5657
step  660/1000: dist 0.0905 loss 8.1503
step  661/1000: dist 0.0902 loss 3.8550
step  662/1000: dist 0.0901 loss 1.0505
step  663/1000: dist 0.0898 loss 3.9246
step  664/1000: dist 0.0898 loss 4.9996
step  665/1000: dist 0.0898 loss 2.0431
step  666/1000: dist 0.0901 loss 1.1854
step  667/1000: dist 0.0905 loss 3.0323
step  668/1000: dist 0.0917 loss 2.9660
step  669/1000: dist 0.0908 loss 1.2734
step  670/1000: dist 0.0899 loss 1.4222
step  671/1000: dist 0.0898 loss 2.6826
step  672/1000: dist 0.0898 loss 2.5096
step  673/1000: dist 0.0899 loss 2.0778
step  674/1000: dist 0.0895 loss 3.5291
step  675/1000: dist 0.0895 loss 5.6287
step  676/1000: dist 0.0908 loss 7.2051
step  677/1000: dist 0.0900 loss 9.8911
step  678/1000: dist 0.0906 loss 13.4772
step  679/1000: dist 0.0931 loss 14.7793
step  680/1000: dist 0.0926 loss 12.4183
step  681/1000: dist 0.0933 loss 9.0009
step  682/1000: dist 0.0927 loss 7.9733
step  683/1000: dist 0.0925 loss 11.0615
step  684/1000: dist 0.0917 loss 16.0403
step  685/1000: dist 0.0920 loss 17.6190
step  686/1000: dist 0.0918 loss 14.6958
step  687/1000: dist 0.0914 loss 14.2739
step  688/1000: dist 0.0916 loss 21.9390
step  689/1000: dist 0.0908 loss 31.7441
step  690/1000: dist 0.0910 loss 32.1640
step  691/1000: dist 0.0906 loss 20.3298
step  692/1000: dist 0.0907 loss 7.8809
step  693/1000: dist 0.0897 loss 5.3957
step  694/1000: dist 0.0908 loss 9.9007
step  695/1000: dist 0.0896 loss 11.8046
step  696/1000: dist 0.0896 loss 8.2952
step  697/1000: dist 0.0892 loss 5.6601
step  698/1000: dist 0.0890 loss 7.7810
step  699/1000: dist 0.0890 loss 10.4832
step  700/1000: dist 0.0887 loss 10.6915
step  701/1000: dist 0.0883 loss 13.2283
step  702/1000: dist 0.0884 loss 23.2542
step  703/1000: dist 0.0882 loss 34.5455
step  704/1000: dist 0.0882 loss 32.8477
step  705/1000: dist 0.0882 loss 15.1461
step  706/1000: dist 0.0881 loss 1.9359
step  707/1000: dist 0.0881 loss 8.2202
step  708/1000: dist 0.0878 loss 18.3187
step  709/1000: dist 0.0878 loss 13.2009
step  710/1000: dist 0.0874 loss 3.6505
step  711/1000: dist 0.0872 loss 8.5334
step  712/1000: dist 0.0874 loss 17.7289
step  713/1000: dist 0.0873 loss 16.9058
step  714/1000: dist 0.0873 loss 18.1676
step  715/1000: dist 0.0874 loss 27.2690
step  716/1000: dist 0.0876 loss 26.2083
step  717/1000: dist 0.0885 loss 11.5935
step  718/1000: dist 0.0896 loss 3.7747
step  719/1000: dist 0.0895 loss 6.4003
step  720/1000: dist 0.0917 loss 9.3281
step  721/1000: dist 0.0893 loss 10.4554
step  722/1000: dist 0.0880 loss 7.5039
step  723/1000: dist 0.0901 loss 2.0872
step  724/1000: dist 0.0894 loss 3.4850
step  725/1000: dist 0.0884 loss 7.9273
step  726/1000: dist 0.0879 loss 4.6906
step  727/1000: dist 0.0884 loss 0.5104
step  728/1000: dist 0.0882 loss 3.3795
step  729/1000: dist 0.0874 loss 5.0303
step  730/1000: dist 0.0876 loss 1.9201
step  731/1000: dist 0.0875 loss 1.0922
step  732/1000: dist 0.0879 loss 2.6896
step  733/1000: dist 0.0883 loss 2.4604
step  734/1000: dist 0.0875 loss 1.2910
step  735/1000: dist 0.0869 loss 1.1515
step  736/1000: dist 0.0870 loss 1.6663
step  737/1000: dist 0.0868 loss 1.5608
step  738/1000: dist 0.0872 loss 0.7282
step  739/1000: dist 0.0869 loss 0.7882
step  740/1000: dist 0.0864 loss 1.4706
step  741/1000: dist 0.0864 loss 0.8735
step  742/1000: dist 0.0863 loss 0.2156
step  743/1000: dist 0.0863 loss 0.9293
step  744/1000: dist 0.0861 loss 1.0492
step  745/1000: dist 0.0862 loss 0.2375
step  746/1000: dist 0.0861 loss 0.4497
step  747/1000: dist 0.0865 loss 0.9742
step  748/1000: dist 0.0872 loss 0.5815
step  749/1000: dist 0.0870 loss 0.5317
step  750/1000: dist 0.0866 loss 1.2678
step  751/1000: dist 0.0864 loss 1.8241
step  752/1000: dist 0.0868 loss 2.6752
step  753/1000: dist 0.0877 loss 4.7437
step  754/1000: dist 0.0876 loss 7.6575
step  755/1000: dist 0.0867 loss 10.4100
step  756/1000: dist 0.0872 loss 11.2686
step  757/1000: dist 0.0875 loss 8.2401
step  758/1000: dist 0.0866 loss 3.0130
step  759/1000: dist 0.0868 loss 0.6547
step  760/1000: dist 0.0864 loss 3.0976
step  761/1000: dist 0.0862 loss 6.7090
step  762/1000: dist 0.0861 loss 7.4245
step  763/1000: dist 0.0865 loss 6.6504
step  764/1000: dist 0.0864 loss 9.5731
step  765/1000: dist 0.0858 loss 17.5359
step  766/1000: dist 0.0857 loss 26.1668
step  767/1000: dist 0.0858 loss 30.2967
step  768/1000: dist 0.0864 loss 26.7639
step  769/1000: dist 0.0866 loss 16.3456
step  770/1000: dist 0.0856 loss 6.0551
step  771/1000: dist 0.0870 loss 3.7795
step  772/1000: dist 0.0874 loss 8.2287
step  773/1000: dist 0.0870 loss 10.6239
step  774/1000: dist 0.0876 loss 7.1868
step  775/1000: dist 0.0899 loss 3.9968
step  776/1000: dist 0.0870 loss 4.8035
step  777/1000: dist 0.0888 loss 5.1427
step  778/1000: dist 0.0890 loss 3.1064
step  779/1000: dist 0.0883 loss 2.9930
step  780/1000: dist 0.0884 loss 4.4017
step  781/1000: dist 0.0877 loss 2.9199
step  782/1000: dist 0.0880 loss 0.9459
step  783/1000: dist 0.0875 loss 2.4196
step  784/1000: dist 0.0869 loss 3.4382
step  785/1000: dist 0.0867 loss 1.3814
step  786/1000: dist 0.0869 loss 0.7697
step  787/1000: dist 0.0865 loss 2.3116
step  788/1000: dist 0.0860 loss 2.0027
step  789/1000: dist 0.0859 loss 0.8392
step  790/1000: dist 0.0859 loss 1.2975
step  791/1000: dist 0.0856 loss 1.5652
step  792/1000: dist 0.0857 loss 0.9845
step  793/1000: dist 0.0853 loss 0.9632
step  794/1000: dist 0.0850 loss 0.8987
step  795/1000: dist 0.0848 loss 0.5707
step  796/1000: dist 0.0850 loss 0.7293
step  797/1000: dist 0.0844 loss 0.5887
step  798/1000: dist 0.0843 loss 0.2309
step  799/1000: dist 0.0842 loss 0.5588
step  800/1000: dist 0.0842 loss 0.5928
step  801/1000: dist 0.0841 loss 0.1834
step  802/1000: dist 0.0837 loss 0.3989
step  803/1000: dist 0.0838 loss 0.4965
step  804/1000: dist 0.0838 loss 0.1345
step  805/1000: dist 0.0840 loss 0.2416
step  806/1000: dist 0.0835 loss 0.3618
step  807/1000: dist 0.0836 loss 0.1542
step  808/1000: dist 0.0834 loss 0.2170
step  809/1000: dist 0.0833 loss 0.2644
step  810/1000: dist 0.0833 loss 0.1414
step  811/1000: dist 0.0833 loss 0.1797
step  812/1000: dist 0.0832 loss 0.1750
step  813/1000: dist 0.0832 loss 0.1417
step  814/1000: dist 0.0832 loss 0.1753
step  815/1000: dist 0.0832 loss 0.1270
step  816/1000: dist 0.0831 loss 0.1315
step  817/1000: dist 0.0830 loss 0.1458
step  818/1000: dist 0.0829 loss 0.1021
step  819/1000: dist 0.0830 loss 0.1361
step  820/1000: dist 0.0830 loss 0.1217
step  821/1000: dist 0.0830 loss 0.0915
step  822/1000: dist 0.0831 loss 0.1267
step  823/1000: dist 0.0827 loss 0.1016
step  824/1000: dist 0.0831 loss 0.0986
step  825/1000: dist 0.0827 loss 0.1118
step  826/1000: dist 0.0825 loss 0.0889
step  827/1000: dist 0.0826 loss 0.1017
step  828/1000: dist 0.0823 loss 0.0978
step  829/1000: dist 0.0823 loss 0.0895
step  830/1000: dist 0.0823 loss 0.0959
step  831/1000: dist 0.0822 loss 0.0897
step  832/1000: dist 0.0822 loss 0.0923
step  833/1000: dist 0.0821 loss 0.0879
step  834/1000: dist 0.0821 loss 0.0893
step  835/1000: dist 0.0822 loss 0.0887
step  836/1000: dist 0.0820 loss 0.0859
step  837/1000: dist 0.0819 loss 0.0884
step  838/1000: dist 0.0819 loss 0.0838
step  839/1000: dist 0.0819 loss 0.0879
step  840/1000: dist 0.0820 loss 0.0839
step  841/1000: dist 0.0819 loss 0.0848
step  842/1000: dist 0.0822 loss 0.0861
step  843/1000: dist 0.0821 loss 0.0826
step  844/1000: dist 0.0820 loss 0.0859
step  845/1000: dist 0.0820 loss 0.0824
step  846/1000: dist 0.0818 loss 0.0845
step  847/1000: dist 0.0819 loss 0.0828
step  848/1000: dist 0.0818 loss 0.0832
step  849/1000: dist 0.0817 loss 0.0832
step  850/1000: dist 0.0818 loss 0.0822
step  851/1000: dist 0.0816 loss 0.0832
step  852/1000: dist 0.0815 loss 0.0817
step  853/1000: dist 0.0816 loss 0.0828
step  854/1000: dist 0.0815 loss 0.0818
step  855/1000: dist 0.0814 loss 0.0822
step  856/1000: dist 0.0814 loss 0.0817
step  857/1000: dist 0.0813 loss 0.0819
step  858/1000: dist 0.0813 loss 0.0816
step  859/1000: dist 0.0812 loss 0.0817
step  860/1000: dist 0.0812 loss 0.0815
step  861/1000: dist 0.0811 loss 0.0815
step  862/1000: dist 0.0811 loss 0.0813
step  863/1000: dist 0.0811 loss 0.0814
step  864/1000: dist 0.0811 loss 0.0812
step  865/1000: dist 0.0810 loss 0.0813
step  866/1000: dist 0.0810 loss 0.0811
step  867/1000: dist 0.0810 loss 0.0812
step  868/1000: dist 0.0810 loss 0.0810
step  869/1000: dist 0.0809 loss 0.0811
step  870/1000: dist 0.0809 loss 0.0809
step  871/1000: dist 0.0809 loss 0.0810
step  872/1000: dist 0.0809 loss 0.0809
step  873/1000: dist 0.0808 loss 0.0810
step  874/1000: dist 0.0808 loss 0.0809
step  875/1000: dist 0.0808 loss 0.0809
step  876/1000: dist 0.0808 loss 0.0808
step  877/1000: dist 0.0808 loss 0.0808
step  878/1000: dist 0.0807 loss 0.0808
step  879/1000: dist 0.0807 loss 0.0808
step  880/1000: dist 0.0807 loss 0.0807
step  881/1000: dist 0.0807 loss 0.0807
step  882/1000: dist 0.0807 loss 0.0807
step  883/1000: dist 0.0806 loss 0.0806
step  884/1000: dist 0.0806 loss 0.0806
step  885/1000: dist 0.0806 loss 0.0806
step  886/1000: dist 0.0806 loss 0.0806
step  887/1000: dist 0.0806 loss 0.0806
step  888/1000: dist 0.0805 loss 0.0805
step  889/1000: dist 0.0805 loss 0.0805
step  890/1000: dist 0.0805 loss 0.0805
step  891/1000: dist 0.0805 loss 0.0805
step  892/1000: dist 0.0805 loss 0.0805
step  893/1000: dist 0.0805 loss 0.0805
step  894/1000: dist 0.0804 loss 0.0805
step  895/1000: dist 0.0804 loss 0.0804
step  896/1000: dist 0.0804 loss 0.0804
step  897/1000: dist 0.0804 loss 0.0804
step  898/1000: dist 0.0804 loss 0.0804
step  899/1000: dist 0.0804 loss 0.0804
step  900/1000: dist 0.0804 loss 0.0804
step  901/1000: dist 0.0803 loss 0.0803
step  902/1000: dist 0.0803 loss 0.0803
step  903/1000: dist 0.0803 loss 0.0803
step  904/1000: dist 0.0803 loss 0.0803
step  905/1000: dist 0.0803 loss 0.0803
step  906/1000: dist 0.0803 loss 0.0803
step  907/1000: dist 0.0803 loss 0.0803
step  908/1000: dist 0.0803 loss 0.0803
step  909/1000: dist 0.0803 loss 0.0803
step  910/1000: dist 0.0803 loss 0.0803
step  911/1000: dist 0.0803 loss 0.0803
step  912/1000: dist 0.0802 loss 0.0802
step  913/1000: dist 0.0802 loss 0.0802
step  914/1000: dist 0.0802 loss 0.0802
step  915/1000: dist 0.0802 loss 0.0802
step  916/1000: dist 0.0802 loss 0.0802
step  917/1000: dist 0.0802 loss 0.0802
step  918/1000: dist 0.0802 loss 0.0802
step  919/1000: dist 0.0802 loss 0.0802
step  920/1000: dist 0.0802 loss 0.0802
step  921/1000: dist 0.0802 loss 0.0802
step  922/1000: dist 0.0802 loss 0.0802
step  923/1000: dist 0.0802 loss 0.0802
step  924/1000: dist 0.0802 loss 0.0802
step  925/1000: dist 0.0802 loss 0.0802
step  926/1000: dist 0.0801 loss 0.0801
step  927/1000: dist 0.0801 loss 0.0801
step  928/1000: dist 0.0801 loss 0.0801
step  929/1000: dist 0.0801 loss 0.0801
step  930/1000: dist 0.0801 loss 0.0801
step  931/1000: dist 0.0801 loss 0.0801
step  932/1000: dist 0.0801 loss 0.0801
step  933/1000: dist 0.0801 loss 0.0801
step  934/1000: dist 0.0801 loss 0.0801
step  935/1000: dist 0.0801 loss 0.0801
step  936/1000: dist 0.0801 loss 0.0801
step  937/1000: dist 0.0801 loss 0.0801
step  938/1000: dist 0.0801 loss 0.0801
step  939/1000: dist 0.0801 loss 0.0801
step  940/1000: dist 0.0801 loss 0.0801
step  941/1000: dist 0.0801 loss 0.0801
step  942/1000: dist 0.0801 loss 0.0801
step  943/1000: dist 0.0801 loss 0.0801
step  944/1000: dist 0.0801 loss 0.0801
step  945/1000: dist 0.0801 loss 0.0801
step  946/1000: dist 0.0801 loss 0.0801
step  947/1000: dist 0.0801 loss 0.0801
step  948/1000: dist 0.0801 loss 0.0801
step  949/1000: dist 0.0801 loss 0.0801
step  950/1000: dist 0.0800 loss 0.0800
step  951/1000: dist 0.0800 loss 0.0800
step  952/1000: dist 0.0800 loss 0.0800
step  953/1000: dist 0.0800 loss 0.0800
step  954/1000: dist 0.0800 loss 0.0800
step  955/1000: dist 0.0800 loss 0.0800
step  956/1000: dist 0.0800 loss 0.0800
step  957/1000: dist 0.0800 loss 0.0800
step  958/1000: dist 0.0800 loss 0.0800
step  959/1000: dist 0.0800 loss 0.0800
step  960/1000: dist 0.0800 loss 0.0800
step  961/1000: dist 0.0800 loss 0.0800
step  962/1000: dist 0.0800 loss 0.0800
step  963/1000: dist 0.0800 loss 0.0800
step  964/1000: dist 0.0800 loss 0.0800
step  965/1000: dist 0.0800 loss 0.0800
step  966/1000: dist 0.0800 loss 0.0800
step  967/1000: dist 0.0800 loss 0.0800
step  968/1000: dist 0.0800 loss 0.0800
step  969/1000: dist 0.0800 loss 0.0800
step  970/1000: dist 0.0800 loss 0.0800
step  971/1000: dist 0.0800 loss 0.0800
step  972/1000: dist 0.0800 loss 0.0800
step  973/1000: dist 0.0800 loss 0.0800
step  974/1000: dist 0.0800 loss 0.0800
step  975/1000: dist 0.0800 loss 0.0800
step  976/1000: dist 0.0800 loss 0.0800
step  977/1000: dist 0.0800 loss 0.0800
step  978/1000: dist 0.0800 loss 0.0800
step  979/1000: dist 0.0800 loss 0.0800
step  980/1000: dist 0.0800 loss 0.0800
step  981/1000: dist 0.0800 loss 0.0800
step  982/1000: dist 0.0800 loss 0.0800
step  983/1000: dist 0.0800 loss 0.0800
step  984/1000: dist 0.0800 loss 0.0800
step  985/1000: dist 0.0800 loss 0.0800
step  986/1000: dist 0.0800 loss 0.0800
step  987/1000: dist 0.0800 loss 0.0800
step  988/1000: dist 0.0800 loss 0.0800
step  989/1000: dist 0.0800 loss 0.0800
step  990/1000: dist 0.0800 loss 0.0800
step  991/1000: dist 0.0800 loss 0.0800
step  992/1000: dist 0.0800 loss 0.0800
step  993/1000: dist 0.0800 loss 0.0800
step  994/1000: dist 0.0800 loss 0.0800
step  995/1000: dist 0.0800 loss 0.0800
step  996/1000: dist 0.0800 loss 0.0800
step  997/1000: dist 0.0800 loss 0.0800
step  998/1000: dist 0.0800 loss 0.0800
step  999/1000: dist 0.0800 loss 0.0800
step 1000/1000: dist 0.0800 loss 0.0800
Elapsed: 116.8 s
/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 5 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
